GitHub Repo,Engineered ML Project,Stars,Commits,Lines of Code,Architecture,Community,Continuous Integration,Documentation,History,Issues,License,Unit Testing,Python_Percentage,A1_Elements,A2_Elements,B1_Elements,B2_Elements,C1_Elements,C2_Elements,Assign Multi Targets,Call Star,List Comprehension,Dict Comprehension,Set Comprehension,Truth Value Test,Chain Compare,For Multi Targets,For Else,PY_Assign Multi Targets,PY_Call Star,PY_List Comprehension,PY_Dict Comprehension,PY_Set Comprehension,PY_Truth Value Test,PY_Chain Compare,PY_For Multi Targets,PY_For Else
https://github.com/pymc-devs/pymc3.git,Y,5093,7404,32583,The source code of this project has been organised into different modules in a way that shows the relationship between different files,Multiple contributors: https://github.com/pymc-devs/pymc3/graphs/contributors,"The project uses various CI services to compute code coverage, check stylistic violations, etc.","There is a well maintained README, codes are well documented",Consistent commits in the last month,"More closed than open, author does not respond frequently",https://github.com/pymc-devs/pymc3/blob/master/LICENSE,There are many files related to testing,99.85820912785256,0,0,0,0,0,0,2106,5,7,5,0,132,72,0,0,16,358,412,127,81,1427,27,194,5
https://github.com/pyprob/pyprob.git,Y,301,1246,11146,The source code of this project has been organised into different modules in a way that shows the relationship between different files,Multiple contributors: https://github.com/pyprob/pyprob/graphs/contributors,"The project uses various CI services to compute code coverage, check stylistic violations, etc.","There is a README, some codes are documented",Consistent commits in the last month,"More open than closed, author seldom replies",https://github.com/pyprob/pyprob/blob/master/LICENSE,There are many files related to testing,85.14585813150859,0,0,0,0,0,0,886,0,2,0,0,83,6,2,1,0,57,160,15,0,267,0,60,0
https://github.com/pyro-ppl/funsor.git,Y,128,405,17098,The source code of this project has been organised into different modules in a way that shows the relationship between different files,Multiple contibutors: https://github.com/pyro-ppl/funsor/graphs/contributors,No indications of using CI services,"There is a well maintained README, codes are well documented",Consistent commits in the last month,"More closed than open, author responds frequently",https://github.com/pyro-ppl/funsor/blob/master/LICENSE.md,There are many files related to testing,97.1541913726068,0,0,0,0,0,0,1223,2,6,2,1,35,15,0,0,10,256,119,108,13,606,5,199,2
https://github.com/pyro-ppl/pyro.git,Y,6301,2040,65702,The source code of this project has been organised into different modules in a way that shows the relationship between different files,Multiple contributors: https://github.com/pyro-ppl/pyro/graphs/contributors,No indications of using CI services,"There is a well maintained README, codes are well documented",Consistent commits in the last month,"More closed than open, author responds frequently",https://github.com/pyro-ppl/pyro/blob/dev/LICENSE.md,There are many files related to testing,99.35774681222448,0,0,0,0,0,0,4429,15,23,8,5,284,54,1,2,17,483,387,200,19,1852,24,554,0
https://github.com/pytorch/audio.git,Y,974,451,14845,The source code of this project has been organised into different modules in a way that shows the relationship between different files,Multiple contributors: https://github.com/pytorch/audio/graphs/contributors,"The project uses various CI services to compute code coverage, check stylistic violations, etc.","There is a well maintained README, codes are well documented",Consistent commits in the last month,"More closed than open, author does not respond frequently",https://github.com/pytorch/audio/blob/master/LICENSE,There are many files related to testing,80.6133526081325,0,0,0,0,0,0,2350,22,13,3,0,133,52,3,1,5,166,398,26,1,818,33,193,2
https://github.com/pytorch/captum.git,Y,1493,695,23319,The source code of this project has been organised into different modules in a way that shows the relationship between different files,Multiple contributors: https://github.com/pytorch/captum/graphs/contributors,"The project uses various CI services to compute code coverage, check stylistic violations, etc.","There is a well maintained README, codes are well documented",Consistent commits in the last month,"More open than closed, author sometimes replies",https://github.com/pytorch/captum/blob/master/LICENSE,There are many files related to testing,94.87850184299865,0,0,0,0,0,0,1360,2,12,7,0,42,22,2,0,0,110,176,16,0,524,3,126,0
https://github.com/pytorch/elastic.git,Y,453,141,10169,The source code of this project has been organised into different modules in a way that shows the relationship between different files,Multiple contributors: https://github.com/pytorch/elastic/graphs/contributors,"The project uses various CI services to compute code coverage, check stylistic violations, etc.","There is a well maintained README, codes are well documented",Consistent commits in the last month,"More closed than open, author responds frequently",https://github.com/pytorch/elastic/blob/master/LICENSE,There are many files related to testing,55.4221376331209,0,0,0,0,0,0,54,0,1,0,0,3,0,0,0,0,0,2,1,0,31,1,5,0
https://github.com/pytorch/examples.git,N,13265,459,3609,Its a collection of projects/examples,Multiple contributors: https://github.com/pytorch/examples/graphs/contributors,"The project uses various CI services to compute code coverage, check stylistic violations, etc.","There is a well maintained README, codes are well documented",Consistent commits in the last month,"More closed than open, author does not respond frequently",https://github.com/pytorch/examples/blob/master/LICENSE,There is no evidence of any testing done on the project.,82.78803445770443,0,0,0,0,0,0,277,2,6,1,0,73,6,1,0,1,22,21,8,0,217,1,49,0
https://github.com/pytorch/fairseq.git,Y,8204,1353,66699,The source code of this project has been organised into different modules in a way that shows the relationship between different files,Multiole contributors: https://github.com/pytorch/fairseq/graphs/contributors,"The project uses various CI services to compute code coverage, check stylistic violations, etc.","There is a well maintained README, codes are well documented",Consistent commits in the last month,"More closed than open, author does not respond frequently",https://github.com/pytorch/fairseq/blob/master/LICENSE,There are many files related to testing,98.19434656930422,0,0,0,0,0,0,4620,30,46,24,6,530,227,4,1,51,194,1253,176,27,4254,33,747,1
https://github.com/pytorch/ignite.git,Y,2867,619,36702,The source code of this project has been organised into different modules in a way that shows the relationship between different files,Multiple contributors: https://github.com/pytorch/ignite/graphs/contributors,"The project uses various CI services to compute code coverage, check stylistic violations, etc.","There is a well maintained README, codes are well documented",Consistent commits in the last month,"More closed than open, author responds frequently",https://github.com/pytorch/ignite/blob/master/LICENSE,There are many files related to testing,98.88141422064014,0,0,0,0,0,0,2758,1,11,4,0,211,42,2,0,22,98,214,34,0,838,25,164,0
https://github.com/pytorch/text.git,Y,2337,566,11130,The source code of this project has been organised into different modules in a way that shows the relationship between different files,Multiple contributors: https://github.com/pytorch/text/blob/master/LICENSE,"The project uses various CI services to compute code coverage, check stylistic violations, etc.","There is a well maintained README, codes are well documented",Consistent commits in the last month,"More closed than open, author does not respond frequently",https://github.com/pytorch/text/blob/master/LICENSE,There are many files related to testing,80.88275814210752,0,0,0,0,0,0,529,4,6,1,0,17,7,0,0,13,14,67,23,0,360,1,103,0
https://github.com/pytorch/vision.git,Y,6570,1054,24787,The source code of this project has been organised into different modules in a way that shows the relationship between different files,Multiple contributors: https://github.com/pytorch/vision/graphs/contributors,"The project uses various CI services to compute code coverage, check stylistic violations, etc.","There is a well maintained README, codes are well documented",Consistent commits in the last month,"More closed than open, author does not respond frequently",https://github.com/pytorch/vision/blob/master/LICENSE,There are many files related to testing,86.76507679246416,0,0,0,0,0,0,2583,76,32,4,0,162,42,5,1,39,246,588,72,24,2136,93,320,8
https://github.com/PyTorchLightning/pytorch-lightning.git,Y,6089,2599,38240,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/PyTorchLightning/pytorch-lightning/graphs/contributors shows that there are multiple contributors,"The project seems to use Circle CI but drop it, not very sure what they use exactly",There is a well-maintained documentation,Evidence of sustained commit activity,"The project maintainers respond to issues, as evidenced by https://github.com/PyTorchLightning/pytorch-lightning/issues/2495 and https://github.com/PyTorchLightning/pytorch-lightning/issues/2456",https://github.com/PyTorchLightning/pytorch-lightning/blob/master/LICENSE is provided.,There are many files related to testing.,99.01137101512256,0,0,0,0,0,0,3686,0,16,4,3,584,59,1,3,43,428,496,163,49,3502,86,319,5
https://github.com/QData/TextAttack.git,Y,134,1022,11890,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/QData/TextAttack/graphs/contributors shows that there are multiple contributors,The project uses Travis CI,There is a well-maintained documentation,Evidence of sustained commit activity,"The project maintainers respond to issues, as evidenced by https://github.com/QData/TextAttack/issues/155 and https://github.com/QData/TextAttack/issues/126",https://github.com/QData/TextAttack/blob/master/LICENSE is provided.,There are many files related to testing.,99.91273720572336,0,0,0,0,0,0,497,0,27,2,4,44,9,2,1,1,25,102,9,1,578,5,59,0
https://github.com/Qiskit/qiskit-aqua.git,Y,362,5998,53797,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/Qiskit/qiskit-aqua/graphs/contributors shows that there are multiple contributors,The project uses Travis CI,There is a well-maintained documentation,Evidence of sustained commit activity,"The project maintainers respond to issues, as evidenced by https://github.com/Qiskit/qiskit-aqua/issues/1013 and https://github.com/Qiskit/qiskit-aqua/issues/1066",https://github.com/Qiskit/qiskit-aqua/blob/master/LICENSE.txt is provided.,There are many files related to testing.,99.14145869038768,0,0,0,0,0,0,2535,71,53,13,1,185,70,43,2,8,47,568,113,14,1704,14,465,1
https://github.com/quantumblacklabs/kedro.git,Y,2539,713,25394,The source code of this project has been organised into different modules in a way that shows the relationship between different files,Multiple contributors: https://github.com/quantumblacklabs/kedro/graphs/contributors,"The project uses various CI services to compute code coverage, check stylistic violations, etc.","There is a well maintained README, codes are well documented",Consistent commits in the last month,"More closed than open, author responds frequently",https://github.com/quantumblacklabs/kedro/blob/master/LICENSE.md,There are many files related to testing,98.25719216241816,0,0,0,0,0,0,552,0,3,0,0,139,2,0,0,0,52,109,26,66,404,1,54,1
https://github.com/quantumlib/Cirq.git,Y,2373,1671,110532,The source code of this project has been organised into different modules in a way that shows the relationship between different files,Multiple contributors: https://github.com/quantumlib/Cirq/graphs/contributors,No indications of using CI services,"There is a well maintained README, codes are well documented",Consistent commits in the last month,"More closed than open, author responds frequently",https://github.com/quantumlib/Cirq/blob/master/LICENSE,There is no evidence of any testing done on the project.,90.9262013365018,0,0,0,0,0,0,4283,294,28,5,4,689,114,3,1,8,1146,1153,338,65,3012,170,526,5
https://github.com/r9y9/nnsvs.git,N,130,115,2737,The source code of this project has been organised into different modules in a way that shows the relationship between different files,One contributor,"The project uses various CI services to compute code coverage, check stylistic violations, etc.","There is a README, some codes are documented",Some commits the past month,More closed than open (The one open is a to do list),https://github.com/r9y9/nnsvs/blob/master/LICENSE,There is no evidence of any testing done on the project.,90.06641124357799,0,0,0,0,0,0,688,6,3,0,0,51,17,0,0,4,43,64,6,0,686,5,102,0
https://github.com/rail-berkeley/softlearning.git,N,583,1479,8609,The source code of this project has been organised into different modules in a way that shows the relationship between different files,Multiple contributors: https://github.com/rail-berkeley/softlearning/graphs/contributors,No indications of using CI services,"There is a well maintained README, codes are well documented",No commits the past month,"More closed than open, author does not respond frequently",https://github.com/rail-berkeley/softlearning/blob/master/LICENSE,There is no evidence of any testing done on the project.,99.3960953249151,0,0,0,0,0,0,248,0,1,1,0,9,8,0,0,6,78,43,44,0,153,1,74,0
https://github.com/ray-project/ray.git,Y,11894,4975,151379,The source code of this project has been organised into different modules in a way that shows the relationship between different files,Multiple contributors: https://github.com/ray-project/ray/graphs/contributors,"The project uses various CI services to compute code coverage, check stylistic violations, etc.","There is a well maintained README, codes are well documented",Consistent commits in the last month,"More closed than open, author does not respond frequently",https://github.com/ray-project/ray/blob/master/LICENSE,There are many files related to testing,73.56067309391338,0,0,0,0,0,0,12812,47,285,104,16,1913,378,24,22,141,734,3955,698,211,13068,187,2034,8
https://github.com/regel/loudml.git,Y,142,1085,10676,The source code of this project has been organised into different modules in a way that shows the relationship between different files,Multiple contributors: https://github.com/regel/loudml/graphs/contributors,"The project uses various CI services to compute code coverage, check stylistic violations, etc.","There is a well maintained README, codes are well documented",Consistent commits in the last month,"More closed than open, author responds frequently",https://github.com/regel/loudml/blob/develop/LICENSE,There are many files related to testing,95.59064182012844,0,0,0,0,0,0,294,0,17,1,0,17,6,18,0,2,16,34,17,0,206,0,61,0
https://github.com/RexYing/gnn-model-explainer.git,N,255,172,3968,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/RexYing/gnn-model-explainer/graphs/contributors shows that there are multiple contributors,CI is not used on the project.,There is a well-maintained documentation,No evidence of sustained commit activity,Do reply to issues but very little of the time,https://github.com/RexYing/gnn-model-explainer/blob/master/LICENSE is provided.,There is no evidence of any testing done on the project.,69.70150771059464,0,0,0,0,0,0,169,0,0,0,0,10,4,0,0,1,2,44,12,0,106,0,11,0
https://github.com/ria-com/nomeroff-net.git,Y,225,452,4626,The source code of this project has been organised into different modules in a way that shows the relationship between different files,Multiple contributors: https://github.com/ria-com/nomeroff-net/graphs/contributors,No indications of using CI services,"There is a well maintained README, codes are well documented",No commits the past month,"More closed than open, author does not respond frequently",https://github.com/ria-com/nomeroff-net/blob/master/LICENSE,There are many files related to testing,75.35121576557745,0,0,0,0,0,0,358,27,6,3,0,15,6,3,0,1,10,138,1,0,221,2,67,0
https://github.com/richzhang/colorization-pytorch.git,N,384,294,1901,The source code of this project has been organised into different modules in a way that shows the relationship between different files,Multiple contributors: https://github.com/richzhang/colorization-pytorch/graphs/contributors,No indications of using CI services,"There is a README, some codes are documented",No commits the past month,"More closed than open, author responds sometimes",https://github.com/richzhang/colorization-pytorch/blob/master/LICENSE,There is only one file related to testing,96.87810555530686,0,0,0,0,0,0,99,0,0,0,0,15,1,0,0,0,25,6,0,0,79,0,18,0
https://github.com/rlworkgroup/garage.git,Y,760,937,43339,The source code of this project has been organised into different modules in a way that shows the relationship between different files,Multipe contributors: https://github.com/rlworkgroup/garage/graphs/contributors,"The project uses various CI services to compute code coverage, check stylistic violations, etc.","There is a well maintained README, codes are well documented",Consistent commits in the last month,"More closed than open, author responds sometimes",https://github.com/rlworkgroup/garage/blob/master/LICENSE,There are many files related to testing,89.49365816144906,0,0,0,0,0,0,1744,3,11,3,0,99,11,1,0,12,82,296,78,2,524,8,157,2
https://github.com/robotlearn/pyrobolearn.git,Y,193,331,68175,The source code of this project has been organised into different modules in a way that shows the relationship between different files,Multiple contributors: https://github.com/robotlearn/pyrobolearn/graphs/contributors,"The project uses various CI services to compute code coverage, check stylistic violations, etc.","There is a well maintained README, codes are well documented",Some commits the past month,"More open than closed, author sometimes replies",https://github.com/robotlearn/pyrobolearn/blob/master/LICENSE,There are many files related to testing,84.68281284978733,0,0,0,0,0,0,1942,56,15,3,0,143,66,9,0,1,138,654,26,0,3365,9,257,0
https://github.com/RTIInternational/gobbli.git,Y,235,230,17179,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/RTIInternational/gobbli/graphs/contributors shows that there are 2 contributors but 1 of them only committed 1 commits,The project uses Travis CI,There is a well-maintained documentation,Little evidence of sustained commit activity,Do reply to issues last time but not now,https://github.com/RTIInternational/gobbli/blob/master/LICENSE is provided.,There are many files related to testing.,97.72015758174928,0,0,0,0,0,0,577,0,14,7,1,35,19,1,1,0,22,112,12,0,470,10,96,0
https://github.com/rusty1s/pytorch_geometric.git,Y,8018,3495,25564,The source code of this project has been organised into different modules in a way that shows the relationship between different files,Multiple contributors: https://github.com/rusty1s/pytorch_geometric/graphs/contributors,"The project uses various CI services to compute code coverage, check stylistic violations, etc.","There is a well maintained README, codes are well documented",Consistent commits in the last month,"More closed than open, author responds frequently",https://github.com/rusty1s/pytorch_geometric/blob/master/LICENSE,There are many files related to testing,99.2809399225458,0,0,0,0,0,0,3754,21,35,13,0,386,163,5,1,162,260,709,148,4,3237,69,580,0
https://github.com/rwightman/pytorch-image-models.git,Y,3984,465,19123,The source code of this project has been organised into different modules in a way that shows the relationship between different files with some ad hoc scripts,Multiple contributors: https://github.com/rwightman/pytorch-image-models/graphs/contributors,"The project uses various CI services to compute code coverage, check stylistic violations, etc.","There is a well maintained README, codes are well documented",Consistent commits in the last month,"More closed than open, author responds frequently",https://github.com/rwightman/pytorch-image-models/blob/master/LICENSE,There are many files related to testing,84.89741628721154,0,0,0,0,0,0,2130,60,14,4,2,152,47,6,1,48,171,424,35,14,2050,31,245,0
https://github.com/rwth-i6/returnn.git,Y,247,7682,96216,The source code of the project consists of some ad-hoc scripts.,Multiple contributors: https://github.com/rwth-i6/returnn/graphs/contributors,"The project uses various CI services to compute code coverage, check stylistic violations, etc.","There is a well maintained README, codes are well documented",Consistent commits in the last month,"More closed than open, author responds sometimes",https://github.com/rwth-i6/returnn/blob/master/LICENSE,There are many files related to testing,97.25032903198417,0,0,0,0,0,0,4648,12,23,15,1,477,190,0,0,29,151,1190,318,8,6451,303,650,0
https://github.com/santi-pdp/pase.git,N,275,899,19211,The source code of the project consists of some ad-hoc scripts.,Multiple contributors: https://github.com/santi-pdp/pase/graphs/contributors,No indications of using CI services,"There is a README, some codes are documented",No commits the past month,"More open than closed, author seldom replies",https://github.com/santi-pdp/pase/blob/master/LICENSE,There is no evidence of any testing done on the project.,69.31700928299084,0,0,0,0,0,0,1284,101,14,7,0,195,45,1,1,2,16,82,10,0,1024,0,150,0
https://github.com/scikit-learn-contrib/imbalanced-learn.git,Y,4467,686,12622,The source code of this project has been organised into different modules in a way that shows the relationship between different files,Multiple contributors: https://github.com/scikit-learn-contrib/imbalanced-learn/graphs/contributors,"The project uses various CI services to compute code coverage, check stylistic violations, etc.","There is a well maintained README, codes are well documented",Some commits the past month,"More closed than open, author does not respond frequently",https://github.com/scikit-learn-contrib/imbalanced-learn/blob/master/LICENSE,There are many files related to testing,96.74764015645373,0,0,0,0,0,0,427,0,0,1,0,15,2,1,0,3,36,62,32,7,286,7,85,1
https://github.com/SeanNaren/deepspeech.pytorch.git,Y,1378,436,2787,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/SeanNaren/deepspeech.pytorch/graphs/contributors shows that there are multiple contributors,CI is not used on the project.,There is a well-maintained documentation,Evidence of sustained commit activity but only recently,"The project maintainers respond to issues, as evidenced by https://github.com/SeanNaren/deepspeech.pytorch/issues/551 and https://github.com/SeanNaren/deepspeech.pytorch/issues/523",https://github.com/SeanNaren/deepspeech.pytorch/blob/master/LICENCE is provided.,There are files related to testing but not much,99.46044526508558,0,0,0,0,0,0,93,3,0,0,0,2,1,0,0,0,4,14,3,0,50,1,10,0
https://github.com/SeldonIO/alibi.git,Y,562,165,13847,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/SeldonIO/alibi/graphs/contributors shows that there are multiple contributors,The project uses Travis and Circle CI,There is a well-maintained documentation,Little evidence of sustained commit activity,"The project maintainers respond to issues, as evidenced by https://github.com/SeldonIO/alibi/issues/256 and https://github.com/SeldonIO/alibi/issues/251 but not often as there's still a lot open issues",https://github.com/SeldonIO/alibi/blob/master/LICENSE is provided.,There are many files related to testing.,99.91139632777995,0,0,0,0,0,0,880,11,12,2,0,63,21,2,0,1,52,313,32,1,684,7,106,0
https://github.com/SeldonIO/alibi-detect.git,Y,135,281,11204,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/SeldonIO/alibi-detect/graphs/contributors shows that there are multiple contributors,The project uses Travis CI,There is a well-maintained documentation,Little evidence of sustained commit activity,Do reply to issues last time but not now,https://github.com/SeldonIO/alibi-detect/blob/master/LICENSE is provided.,There are many files related to testing.,99.8775209564846,0,0,0,0,0,0,951,18,3,13,0,73,15,0,0,0,72,209,24,1,883,52,112,0
https://github.com/serengil/deepface.git,Y,288,297,2724,The source code of this project has been organised into different modules in a way that shows the relationship between different files,Multiple contributors: https://github.com/serengil/deepface/graphs/contributors,No indications of using CI services,"There is a README, some codes are documented",Consistent commits in the last month,"One open issue, author did not respond",https://github.com/serengil/deepface/blob/master/LICENSE,There are many files related to testing,98.87657225140096,0,0,0,0,0,0,214,0,0,0,0,35,10,1,0,0,1,3,0,0,67,0,20,0
https://github.com/sergionr2/RacingRobot.git,Y,166,301,1630,The source code of this project has been organised into different modules in a way that shows the relationship between different files,Multiple contributors: https://github.com/sergionr2/RacingRobot/graphs/contributors,No indications of using CI services,"There is a well maintained README, codes are well documented",No commits the past month,"More open than closed, author seldom replies",https://github.com/sergionr2/RacingRobot/blob/master/LICENSE,There are many files related to testing,88.02567646812432,0,0,0,0,0,0,49,3,1,0,0,1,0,0,0,0,0,9,4,0,35,0,5,0
https://github.com/ShangtongZhang/DeepRL.git,N,2014,404,3019,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/ShangtongZhang/DeepRL/graphs/contributors that there are multiple contributors but mainly 1,CI is not used on the project.,Most of the functions in the source code are not documented.,No evidence of sustained commit activity,"The project maintainers (mainly author) respond to issues, as evidenced by https://github.com/ShangtongZhang/DeepRL/issues/82 and https://github.com/ShangtongZhang/DeepRL/issues/81",https://github.com/ShangtongZhang/DeepRL/blob/master/LICENSE is provided.,There is no evidence of any testing done on the project.,97.53529654799048,0,0,0,0,0,0,136,0,3,1,0,4,0,0,0,0,8,23,0,0,67,0,19,0
https://github.com/shibing624/pycorrector.git,Y,1351,370,33797,The source code of this project has been organised into different modules in a way that shows the relationship between different files,Multiple contributors: https://github.com/shibing624/pycorrector/graphs/contributors,"The project uses various CI services to compute code coverage, check stylistic violations, etc.","There is a well maintained README, codes are well documented",Consistent commits in the last month,"More closed than open, author responds frequently",https://github.com/shibing624/pycorrector/blob/master/LICENSE,There are many files related to testing,99.8499349115279,0,0,0,0,0,0,333,1,16,2,1,28,11,2,0,0,8,118,11,0,256,6,93,0
https://github.com/silvandeleemput/memcnn.git,Y,140,268,2739,X Not much,X 1-2 active contributers,CircleCI used,Documentation provided,Commit activity not negligible,4 open << 35 closed,License provided,X Doesn't seem to have unit test,94.92414486289536,0,0,0,0,0,0,144,1,0,0,0,38,0,0,0,0,36,49,0,0,83,0,12,0
https://github.com/snap-stanford/ogb.git,N,400,315,11324,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,1-3 active contributers out of 7,X CI is not used on the project.,Documentation provided,"Recent, Commit activity not negligible",1 open <<< 32 closed,License provided,X Doesn't seem to have unit test,100.0,0,0,0,0,0,0,1191,5,9,28,0,138,23,2,2,24,19,131,18,0,577,1,177,0
https://github.com/snorkel-team/snorkel.git,Y,3911,2637,7698,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,4 active contributors out of 52,Travis used,Documentation provided mostly in links,Commits are quite spread out,27 open << 880 closed,License provided,There are many files related to testing.,100.0,0,0,0,0,0,0,368,1,1,2,0,8,1,0,0,0,11,73,9,0,133,1,49,0
https://github.com/songlab-cal/tape.git,N,149,333,4763,X The source code of the project exists as ad-hoc scripts.,X Author has 286 commits while the other 2 has 1 each,X CI is not used on the project.,Documentation provided,"Recent, Commit activity not negligible",14 open < 34 closed,License provided,X 2 tests,97.36112544792296,0,0,0,0,0,0,231,0,0,0,0,14,3,0,0,0,22,24,16,0,169,6,28,1
https://github.com/SPFlow/SPFlow.git,Y,156,608,16486,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/SPFlow/SPFlow/graphs/contributors shows that there are multiple contributors,CI is not used on the project.,There is a well-maintained documentation,Little evidence of sustained commit activity,"The project maintainers respond to issues, as evidenced by https://github.com/SPFlow/SPFlow/issues/78 and https://github.com/SPFlow/SPFlow/issues/58 but not often",https://github.com/SPFlow/SPFlow/blob/master/LICENSE.md is provided.,There is no evidence of any testing done on the project.,98.90692610085128,0,0,0,0,0,0,819,12,9,8,2,49,7,1,0,10,17,109,7,0,345,4,120,0
https://github.com/SpursLipu/YOLOv3-ModelCompression-MultidatasetTraining-Multibackbone.git,N,136,170,6443,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,There are no contributors to the project other than the author.,CI is not used on the project.,There is a well-maintained documentation,Little evidence of sustained commit activity,"The project maintainers (mainly author) respond to issues, as evidenced by https://github.com/SpursLipu/YOLOv3v4-ModelCompression-MultidatasetTraining-Multibackbone/issues/21 and https://github.com/SpursLipu/YOLOv3v4-ModelCompression-MultidatasetTraining-Multibackbone/issues/29","There is no license to be found, either in the form of a license file or written inside the source code file.",Only 1 test file,99.2911843116263,0,0,0,0,0,0,627,53,7,0,0,130,1,0,0,2,7,106,17,0,545,7,77,0
https://github.com/sql-machine-learning/elasticdl.git,Y,468,1495,21366,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,14 active contributors out of 18,Travis used,Documentation provided,"Recent, Commit activity not negligible",101 open << 641 closed,License provided,Tests contained,89.43423259714845,0,0,0,0,0,0,666,2,19,16,0,33,5,0,4,0,23,151,9,2,483,0,132,5
https://github.com/sshuair/torchsat.git,Y,184,110,5328,Organised here https://github.com/sshuair/torchsat/tree/master/torchsat,X There are no contributors to the project other than the author.,X CI is not used on the project.,Documentation provided mostly in links,"Recent, Commit activity not negligible","3 open, 4 closed",License provided,4 tests,99.67906131854448,0,0,0,0,0,0,245,12,2,0,0,25,9,0,0,6,11,28,5,0,170,2,15,0
https://github.com/stanfordnlp/stanza.git,Y,4301,1263,15512,X The source code of the project exists as ad-hoc scripts.,6 active contributors out of 18,Travis used,Documentation provided mostly in links,Commit activity not negligible,36 open << 260 closed,License provided,Quite a number of tests,97.68472418626672,0,0,0,0,0,0,1779,14,19,5,2,263,127,16,2,5,98,1127,46,2,2328,5,490,30
https://github.com/stellargraph/stellargraph.git,Y,1335,2498,35258,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,13 active contributors out of 24,X CI is not used on the project.,Documentation provided mostly in links,"Recent, Commit activity not negligible",202 open << 650 closed,License provided,Quite a number of tests,98.77890104500185,0,0,0,0,0,0,1219,1,3,0,2,156,12,13,0,28,90,281,49,22,574,14,108,0
https://github.com/stephenhky/PyShortTextCategorization.git,Y,382,908,2880,"Many folders, each have a few files inside in https://github.com/stephenhky/PyShortTextCategorization/tree/master/shorttext","1 has significantly more commits than others, but 5 contributers",Travis used,Documentation mostly in links,Commit activity not negligible,6 open << 32 closed,License provided,A number of tests,99.50748545453152,0,0,0,0,0,0,132,0,1,2,0,10,0,0,0,0,11,55,20,0,84,0,14,0
https://github.com/streamlit/streamlit.git,Y,9078,3364,21166,Organised but not in modules,"2 have significantly more commits than others, but 51 contributers",CircleCI used,Documentation provided,"Recent, Commit activity not negligible",387 open < 608 closed,License provided,A number of tests https://github.com/streamlit/streamlit/tree/develop/lib/tests,56.69484692445289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,47,167,25,23,1471,10,161,0
https://github.com/studioml/studio.git,Y,354,2244,11668,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,"1 has significantly more commits than others, but 5 contributers",Travis used,Documentation mostly in links,Commit activity not negligible,55 open << 179 closed,License provided,There are many files related to testing.,91.01199530024682,0,0,0,0,0,0,381,1,9,7,0,24,17,0,0,2,4,67,14,3,471,0,44,0
https://github.com/Sujit-O/pykg2vec.git,Y,185,1304,4522,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/Sujit-O/pykg2vec/graphs/contributors shows that there are multiple contributors,The project uses Travis and Circle CI,There is a well-maintained documentation,Little evidence of sustained commit activity,"The project maintainers respond to issues, as evidenced by https://github.com/StanfordVL/MinkowskiEngine/issues/150 and https://github.com/StanfordVL/MinkowskiEngine/issues/165",https://github.com/Sujit-O/pykg2vec/blob/master/LICENSE is provided.,There are many files related to testing,100.0,0,0,0,0,0,0,301,0,2,0,1,12,2,4,0,0,2,30,15,0,73,0,20,0
https://github.com/SurrealAI/surreal.git,Y,416,1418,9408,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/SurrealAI/surreal/graphs/contributors shows that there are multiple contributors,CI is not used on the project.,There is a well-maintained documentation,No evidence of sustained commit activity,Issues tab disabled but maintainers do respond to pull requests,https://github.com/SurrealAI/surreal/blob/master/LICENSE is provided.,There are files related to testing but not much,90.06493437028638,0,0,0,0,0,0,285,4,8,6,0,19,4,0,0,0,23,33,5,0,299,5,47,0
https://github.com/taehoonlee/tensornets.git,Y,932,276,9404,Organised but not in modules,X Author has 267 commits while the other 4 has 1-2 each,Travis used,Documentation provided,"Recent, Commit activity not negligible",14 open < 42 closed,License provided,Few tests,100.0,0,0,0,0,0,0,308,0,5,0,0,15,4,0,0,14,52,115,2,0,255,3,38,0
