GitHub Repo,Engineered ML Project,Stars,Commits,Lines of Code,Architecture,Community,Continuous Integration,Documentation,History,Issues,License,Unit Testing,Pyhton_Percentage,A1_Elements,A2_Elements,B1_Elements,B2_Elements,C1_Elements,C2_Elements,Assign Multi Targets,Call Star,List Comprehension,Dict Comprehension,Set Comprehension,Truth Value Test,Chain Compare,For Multi Targets,For Else,PY_Assign Multi Targets,PY_Call Star,PY_List Comprehension,PY_Dict Comprehension,PY_Set Comprehension,PY_Truth Value Test,PY_Chain Compare,PY_For Multi Targets,PY_For Else,duplicated_lines_density,functions,security_remediation_effort,sqale_rating,duplicated_files,line_coverage,violations,critical_violations,info_violations,uncovered_lines,complexity,minor_violations,duplicated_lines,security_hotspots_reviewed,sqale_index,bugs,ncloc,reliability_remediation_effort,false_positive_issues,reopened_issues,reliability_rating,sqale_debt_ratio,comment_lines_density,security_hotspots,security_review_rating,cognitive_complexity,duplicated_blocks,open_issues,blocker_violations,major_violations,development_cost,security_rating,effort_to_reach_maintainability_rating_a,comment_lines,confirmed_issues,files,wont_fix_issues,classes,statements,lines_to_cover,security_hotspots_reviewed_status,lines,coverage,code_smells,security_hotspots_to_review_status,vulnerabilities,file_complexity,HIGH_reliability_issues,MEDIUM_reliability_issues,LOW_reliability_issues,HIGH_maintainability_issues,MEDIUM_maintainability_issues,LOW_maintainability_issues,HIGH_security_issues,MEDIUM_security_issues,LOW_security_issues
https://github.com/amzn/xfer.git,Y,159,193,10176,Organized into projects where each project source code have been organised into different modules in a way that shows the relationship between different files.,https://github.com/amzn/xfer/graphs/contributors shows that there are multiple contributors,The project uses Travis CI,There is a well-maintained documentation,Little evidence of sustained commit activity,"The project maintainers respond to issues, as evidenced by https://github.com/amzn/xfer/issues/70 and https://github.com/amzn/xfer/issues/78",https://github.com/amzn/xfer/blob/master/LICENSE is provided.,There are many projects in this git and some of them have test files,99.6157594287639,5458,9005,669,313,92,128,434,9,16,3,0,32,2,10,0,7,16,77,4,0,181,0,58,0,2.3,725,0,1.0,12,0.0,369,19,8,7003,1436,284,362,0.0,1084,21,8851,167,0,0,5.0,0.4,30.6,11,5.0,1130,21,369,11,47,265530,1.0,0,3898,0,111,0,118,7293,7003,0,15699,0.0,348,11,0,12.9,11,14,4,19,48,281,0,0,8
https://github.com/arogozhnikov/einops.git,Y,833,199,3449,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/arogozhnikov/einops/graphs/contributors shows that there are multiple contributors but mainly 1,The project uses Travis CI,There is a well-maintained documentation,No evidence of sustained commit activity,Open issues more than closed,https://github.com/arogozhnikov/einops/blob/master/LICENSE is provided.,There are files related to testing,97.88668890144928,3029,2564,384,201,77,38,166,2,1,2,0,22,3,0,0,1,25,45,7,5,87,10,58,0,3.5,413,0,1.0,8,0.0,111,19,3,3150,934,21,221,0.0,691,0,4261,0,0,0,1.0,0.5,17.6,2,5.0,983,13,111,0,68,127830,1.0,0,913,0,32,0,49,3200,3150,0,6270,0.0,111,2,0,29.2,0,22,0,19,68,24,0,0,22
https://github.com/arviz-devs/arviz.git,Y,804,966,29227,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/arviz-devs/arviz/graphs/contributors shows that there are multiple contributors,The project uses Azure Pipeline CI,There is a well-maintained documentation,Evidence of sustained commit activity,"The project maintainers respond to issues, as evidenced by https://github.com/arviz-devs/arviz/issues/1262 and https://github.com/arviz-devs/arviz/issues/1270",https://github.com/arviz-devs/arviz/blob/master/LICENSE is provided.,There are many files related to testing,70.46551389995479,0,0,0,0,0,0,952,4,7,3,1,46,22,3,1,3,67,238,96,0,1233,17,218,1,3.9,1424,0,1.0,39,0.0,767,132,30,18222,4949,27,1934,0.0,7620,15,32802,100,0,0,5.0,0.8,25.7,4,5.0,6648,96,767,2,576,984060,1.0,0,11328,0,256,0,88,19285,18222,0,49828,0.0,752,4,0,19.3,12,394,2,136,561,55,0,0,388
https://github.com/asappresearch/sru.git,Y,1805,275,3357,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/asappresearch/sru/graphs/contributors shows that there are multiple contributors,The project uses Circle CI,Most of the functions in the source code are not documented.,No evidence of sustained commit activity,Open issues more than closed,https://github.com/asappresearch/sru/blob/master/LICENSE is provided.,There are files related to testing,59.90352939442401,0,0,0,0,0,0,166,0,0,0,0,18,5,0,0,2,2,93,2,3,131,1,13,0,1.4,161,0,1.0,3,0.0,119,25,0,2611,578,54,66,0.0,749,0,3545,0,0,0,1.0,0.7,13.7,12,5.0,642,4,119,0,40,106350,1.0,0,563,0,30,0,20,2662,2611,0,4666,0.0,119,12,0,19.3,0,5,0,26,39,54,0,0,4
https://github.com/as-ideas/TransformerTTS.git,Y,360,421,4195,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/as-ideas/TransformerTTS/graphs/contributors shows that there are multiple contributors,CI is not used on the project.,There is a well-maintained documentation,Evidence of sustained commit activity,"The project maintainers respond to issues, as evidenced by https://github.com/as-ideas/TransformerTTS/issues/33 and https://github.com/as-ideas/TransformerTTS/issues/34 but not often",https://github.com/as-ideas/TransformerTTS/blob/master/LICENSE is provided.,There are files related to testing,100.0,0,0,0,0,0,0,136,2,0,1,0,5,2,2,0,0,4,26,3,0,71,0,24,0,1.0,240,0,1.0,1,0.0,87,2,4,2283,496,25,38,100.0,363,5,2994,25,0,0,3.0,0.4,7.2,0,1.0,423,2,87,0,56,89820,1.0,0,233,0,32,0,36,2307,2283,0,3727,0.0,82,0,0,15.5,19,5,2,7,48,27,0,0,2
https://github.com/astooke/rlpyt.git,Y,1523,639,28684,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/astooke/rlpyt/graphs/contributors shows that there are multiple contributors,CI is not used on the project.,There is a well-maintained documentation,Little evidence of sustained commit activity,"The project maintainers respond to issues, as evidenced by https://github.com/astooke/rlpyt/issues/162 and https://github.com/astooke/rlpyt/issues/170",https://github.com/astooke/rlpyt/blob/master/LICENSE is provided.,There are files related to testing,100.0,0,0,0,0,0,0,799,0,0,2,0,83,9,2,2,50,800,468,20,0,577,5,70,0,22.6,1348,0,1.0,190,0.0,1202,80,11,19415,3342,444,9063,100.0,5550,29,28753,258,0,0,5.0,0.6,17.8,0,1.0,3118,540,1202,30,637,862590,1.0,0,6237,0,465,0,259,20068,19415,0,40042,0.0,1173,0,0,7.2,41,32,1,113,609,451,0,0,23
https://github.com/autorope/donkeycar.git,Y,1825,1893,12355,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/autorope/donkeycar/graphs/contributors shows that there are multiple contributors,The project uses Travis CI,There is a well-maintained documentation,Evidence of sustained commit activity,"The project maintainers respond to issues, as evidenced by https://github.com/autorope/donkeycar/issues/600 and https://github.com/autorope/donkeycar/issues/566",https://github.com/autorope/donkeycar/blob/dev/LICENSE is provided.,There are many files related to testing,87.05970680876919,0,0,0,0,0,0,926,11,16,2,2,132,40,2,0,9,53,77,2,0,800,5,58,0,6.5,1980,0,1.0,20,0.0,753,273,14,19023,4410,245,2292,0.0,4064,76,21878,422,0,0,5.0,0.6,25.8,24,5.0,4352,64,753,11,210,656340,1.0,0,7602,0,166,0,419,19733,19023,0,35168,0.0,677,24,0,26.6,10,79,0,275,146,256,0,0,12
https://github.com/avrae/avrae.git,Y,146,2854,17885,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/avrae/avrae/graphs/contributors shows that there are multiple contributors,The project uses Travis CI,Most of the functions in the source code are not documented.,Evidence of sustained commit activity,"Most of the bugs raised by bot, resolved then closed by bot",https://github.com/avrae/avrae/blob/master/LICENSE is provided.,There are many files related to testing,99.97109940631142,0,0,0,0,0,0,549,0,9,3,1,38,25,1,0,15,68,290,25,9,1646,55,91,4,0.3,3168,0,1.0,6,0.0,479,170,16,25364,7614,120,134,0.0,3817,12,36248,51,0,0,5.0,0.4,17.2,36,5.0,6949,8,479,8,165,1087440,1.0,0,7505,0,232,0,491,26625,25364,0,51062,0.0,467,36,0,32.8,22,3,1,170,163,134,0,0,0
https://github.com/baldassarreFe/deep-koalarization.git,Y,349,148,2616,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/baldassarreFe/deep-koalarization/graphs/contributors shows that there are multiple contributors,CI is not used on the project.,There is a well-maintained documentation,No evidence of sustained commit activity,"The project maintainers respond to issues, as evidenced by https://github.com/baldassarreFe/deep-koalarization/issues/4 and https://github.com/baldassarreFe/deep-koalarization/issues/14",https://github.com/baldassarreFe/deep-koalarization/blob/master/LICENSE is provided.,There are many files related to testing,99.38925396211827,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,2,1,0,0,15,0,0,0,0.0,80,0,1.0,0,0.0,20,1,1,1017,139,6,0,0.0,125,0,2610,0,0,0,1.0,0.2,17.9,8,5.0,82,0,20,0,12,78300,1.0,0,569,0,35,0,26,1070,1017,0,3605,0.0,20,8,0,4.0,2,4,0,1,12,7,0,0,4
https://github.com/batra-mlp-lab/visdial-challenge-starter-pytorch.git,N,162,120,1510,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/batra-mlp-lab/visdial-challenge-starter-pytorch/graphs/contributors shows that there are multiple contributors,CI is not used on the project.,Most of the functions in the source code are not documented.,No evidence of sustained commit activity,"The project maintainers respond to issues, as evidenced by https://github.com/batra-mlp-lab/visdial-challenge-starter-pytorch/issues/23 and https://github.com/batra-mlp-lab/visdial-challenge-starter-pytorch/issues/32 but not very often",https://github.com/batra-mlp-lab/visdial-challenge-starter-pytorch/blob/master/LICENSE is provided.,There is no evidence of any testing done on the project.,99.22033574515844,0,0,0,0,0,0,52,0,0,0,0,1,0,0,0,0,2,26,9,0,25,0,9,0,2.4,56,0,1.0,2,0.0,9,2,0,776,155,4,51,100.0,85,0,1350,0,0,0,1.0,0.2,25.4,0,1.0,184,2,9,0,3,40500,1.0,0,459,0,18,0,13,801,776,0,2142,0.0,9,0,0,8.6,0,0,0,2,3,4,0,0,0
https://github.com/bayesiains/nflows.git,Y,107,105,6154,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/bayesiains/nflows/graphs/contributors shows that there are multiple contributors,CI is not used on the project.,Most of the functions in the source code are not documented.,Little evidence of sustained commit activity,Open issues more than closed,https://github.com/bayesiains/nflows/blob/master/LICENSE.md is provided.,There are many files related to testing,100.0,0,0,0,0,0,0,387,6,0,0,0,9,3,0,0,0,158,16,0,0,118,0,11,0,10.9,518,0,1.0,13,0.0,51,6,3,4439,911,16,952,100.0,290,8,6392,40,0,0,4.0,0.2,11.2,0,1.0,527,38,51,0,26,191760,1.0,0,808,0,76,0,132,4597,4439,0,8757,0.0,43,0,0,12.0,2,6,0,4,20,19,0,0,0
https://github.com/Belval/TextRecognitionDataGenerator.git,Y,1269,121,2922,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/Belval/TextRecognitionDataGenerator/graphs/contributors shows that there are multiple contributors but mainly author,The project uses Travis CI,There is a well-maintained documentation,No evidence of sustained commit activity,"The project maintainers (mainly author) respond to issues, as evidenced by https://github.com/Belval/TextRecognitionDataGenerator/issues/109 and https://github.com/Belval/TextRecognitionDataGenerator/issues/95.",https://github.com/Belval/TextRecognitionDataGenerator/blob/master/LICENSE is provided.,There are 2 files related to testing.,99.26860938617952,0,0,0,0,0,0,54,0,0,0,0,15,2,0,0,0,3,48,0,0,26,0,5,0,5.1,118,0,1.0,4,0.0,99,41,0,1103,269,36,200,0.0,1025,7,3316,65,0,0,4.0,1.0,4.5,30,5.0,245,8,99,0,22,99480,1.0,0,157,0,16,0,8,1130,1103,0,3904,0.0,92,30,0,16.8,9,4,0,38,18,36,0,0,3
https://github.com/beringresearch/ivis.git,Y,199,420,1694,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/beringresearch/ivis/graphs/contributors shows that there are multiple contributors,The project uses Travis CI,There is a well-maintained documentation,Little evidence of sustained commit activity,"The project maintainers respond to issues, as evidenced by https://github.com/beringresearch/ivis/issues/61 and https://github.com/beringresearch/ivis/issues/71",https://github.com/beringresearch/ivis/blob/master/LICENSE is provided.,There are many files related to testing,92.92854527180222,0,0,0,0,0,0,106,2,0,0,0,1,0,0,0,0,3,17,4,0,47,5,9,0,0.0,194,0,1.0,0,0.0,83,6,0,1596,355,61,0,0.0,377,3,1937,30,0,0,5.0,0.6,27.6,3,5.0,244,0,83,1,15,58110,1.0,0,740,0,37,0,27,1688,1596,0,3333,0.0,80,3,0,9.6,2,10,1,5,15,60,0,0,9
https://github.com/bethgelab/foolbox.git,Y,1474,1538,7631,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/bethgelab/foolbox/graphs/contributors shows that there are multiple contributors,CI is not used on the project.,There is a well-maintained documentation,Little evidence of sustained commit activity,"The project maintainers respond to issues, as evidenced by https://github.com/bethgelab/foolbox/issues/498 and https://github.com/bethgelab/foolbox/issues/545 but some are closed without resolving","There is no license to be found, either in the form of a license file or written inside the source code file.",There are many files related to testing,93.11942191818058,0,0,0,0,0,0,471,4,0,0,0,47,9,1,0,2,34,27,0,0,191,12,14,0,6.9,450,0,1.0,18,0.0,163,15,24,4818,845,46,916,0.0,578,6,7187,34,0,0,4.0,0.3,18.0,2,5.0,636,40,163,0,78,215610,1.0,0,1576,0,87,0,114,4911,4818,0,13199,0.0,157,2,0,9.8,1,14,0,14,73,70,0,0,9
https://github.com/beyretb/AnimalAI-Olympics.git,N,516,312,1876,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/beyretb/AnimalAI-Olympics/graphs/contributors shows that there are multiple contributors,CI is not used on the project.,There is a well-maintained documentation,No evidence of sustained commit activity,"The project maintainers respond to issues, as evidenced by https://github.com/beyretb/AnimalAI-Olympics/issues/83 and https://github.com/beyretb/AnimalAI-Olympics/issues/91","There is no license to be found, either in the form of a license file or written inside the source code file.",There are files related to testing,100.0,0,0,0,0,0,0,21,0,0,2,0,4,0,0,0,0,0,11,0,0,26,0,4,0,0.0,56,0,1.0,0,0.0,20,2,6,752,141,0,0,0.0,79,0,1811,0,0,0,1.0,0.1,8.0,2,5.0,131,0,20,0,12,54330,1.0,0,157,0,32,0,14,765,752,0,2275,0.0,20,2,0,4.4,0,1,0,2,12,6,0,0,1
https://github.com/bhoov/exbert.git,Y,283,138,60137,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/bhoov/exbert/graphs/contributors shows that there are multiple contributors,CI is not used on the project.,There is a well-maintained documentation,No evidence of sustained commit activity,"The project maintainers respond to issues, as evidenced by https://github.com/bhoov/exbert/issues/7 and https://github.com/bhoov/exbert/issues/10",https://github.com/bhoov/exbert/blob/master/LICENSE is provided.,There are many files related to testing,91.27345424182344,0,0,0,0,0,0,2168,9,19,17,0,178,159,1,1,12,272,440,79,2,1825,16,343,1,15.3,3391,0,1.0,108,0.0,828,246,39,37404,9250,146,14752,0.0,8151,33,61669,229,0,0,4.0,0.4,25.4,6,5.0,10090,804,828,2,395,1850070,1.0,0,21015,0,302,0,727,38869,37404,0,96303,0.0,795,6,0,30.6,23,30,3,247,367,179,0,0,5
https://github.com/BindsNET/bindsnet.git,Y,659,1317,8976,The source code of the project exists as ad-hoc scripts.,https://github.com/BindsNET/bindsnet/graphs/contributors shows that there are multiple contributors.,The project uses Travis CI,Most of the functions in the source code are not documented.,Little evidence of sustained commit activity with 17 commits last month,"The project maintainers respond to issues, as evidenced by https://github.com/BindsNET/bindsnet/issues/345 and https://github.com/BindsNET/bindsnet/issues/317.",https://github.com/BindsNET/bindsnet/blob/master/LICENSE is provided.,There are many files related to testing.,99.58446556962252,0,0,0,0,0,0,356,17,0,0,0,49,15,3,0,0,130,33,37,0,402,4,47,1,20.8,480,0,1.0,22,0.0,623,54,0,7835,1599,100,4246,0.0,3579,7,12722,37,0,0,5.0,0.9,28.4,26,5.0,2102,259,623,2,467,381660,1.0,0,5034,0,80,0,93,8282,7835,0,20385,0.0,616,26,0,20.0,1,15,0,55,465,96,0,0,9
https://github.com/biolib/openprotein.git,N,117,163,2241,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/biolib/openprotein/graphs/contributors shows that there are multiple contributors,CI is not used on the project.,Most of the functions in the source code are not documented.,No evidence of sustained commit activity,Open issues more than closed,https://github.com/biolib/openprotein/blob/master/LICENSE is provided.,There are files related to testing,98.16072228025668,0,0,0,0,0,0,143,0,15,1,0,17,1,0,0,0,6,29,1,0,71,3,26,0,0.0,120,0,1.0,0,0.0,27,9,1,1813,365,3,0,0.0,289,1,2319,2,0,0,3.0,0.4,12.9,5,5.0,522,0,27,0,14,69570,1.0,0,342,0,21,0,11,1840,1813,0,3176,0.0,26,5,0,17.4,0,4,0,9,13,4,0,0,3
https://github.com/bitextor/bitextor.git,Y,140,2578,3705,The source code of this project has been organised into different modules in a way that shows the relationship between different files but quite messy,https://github.com/bitextor/bitextor/graphs/contributors shows that there are multiple contributors,CI is not used on the project.,There is a well-maintained documentation,Evidence of sustained commit activity until recently,"The project maintainers respond to issues, as evidenced by https://github.com/bitextor/bitextor/issues/169 and https://github.com/bitextor/bitextor/issues/175",https://github.com/bitextor/bitextor/blob/master/document-aligner/LICENSE is provided.,There are files related to testing,75.02155160270677,0,0,0,0,0,0,129,0,6,1,0,23,6,0,0,0,1,34,3,0,313,3,34,0,3.0,129,0,1.0,6,0.0,197,37,10,3718,1097,100,204,0.0,1743,0,4631,0,0,0,1.0,1.3,15.3,19,5.0,1914,16,197,0,50,138930,1.0,0,834,0,49,0,4,3722,3718,0,6890,0.0,197,19,0,23.3,0,0,0,37,50,110,0,0,0
