duplicated_lines_density,functions,security_remediation_effort,sqale_rating,duplicated_files,line_coverage,violations,critical_violations,info_violations,uncovered_lines,complexity,minor_violations,duplicated_lines,security_hotspots_reviewed,sqale_index,bugs,ncloc,reliability_remediation_effort,false_positive_issues,reopened_issues,reliability_rating,sqale_debt_ratio,comment_lines_density,security_hotspots,security_review_rating,cognitive_complexity,duplicated_blocks,open_issues,blocker_violations,major_violations,development_cost,security_rating,effort_to_reach_maintainability_rating_a,comment_lines,confirmed_issues,files,wont_fix_issues,classes,statements,lines_to_cover,security_hotspots_reviewed_status,lines,coverage,code_smells,security_hotspots_to_review_status,vulnerabilities,file_complexity,HIGH_reliability_issues,MEDIUM_reliability_issues,LOW_reliability_issues,HIGH_maintainability_issues,MEDIUM_maintainability_issues,LOW_maintainability_issues,HIGH_security_issues,MEDIUM_security_issues,LOW_security_issues,GitHub Repo
8.7,560,0,1.0,9,0.0,69,13,1,4336,894,8,793,100.0,463,5,5637,42,0,0,5.0,0.3,19.2,0,1.0,526,38,69,1,46,169110,1.0,0,1343,0,65,0,148,4504,4336,0,9138,0.0,64,0,0,13.8,1,3,1,13,43,8,0,0,0,https://github.com/kakaobrain/torchgpipe.git
6.0,432,0,1.0,19,0.0,187,15,17,4768,1003,30,635,0.0,985,6,6793,43,0,0,3.0,0.5,24.9,2,5.0,945,27,187,0,125,203790,1.0,0,2256,0,117,0,120,4921,4768,0,10496,0.0,181,2,0,8.6,69,37,0,15,111,47,0,0,31,https://github.com/keiohta/tf2rl.git
1.2,622,0,1.0,6,0.0,137,22,13,5056,1153,10,160,0.0,725,6,8136,22,0,0,3.0,0.3,25.3,10,5.0,827,8,137,0,92,244080,1.0,0,2753,0,123,0,90,5200,5056,0,13402,0.0,131,10,0,9.4,0,75,1,22,87,22,0,0,70,https://github.com/keras-team/autokeras.git
6.1,904,0,1.0,10,0.0,206,28,7,6810,1570,54,1086,0.0,993,32,10956,165,0,0,5.0,0.3,26.5,12,5.0,990,20,206,1,116,328680,1.0,0,3960,0,101,0,121,7030,6810,0,17662,0.0,174,12,0,15.5,2,91,0,27,86,61,0,0,61,https://github.com/keras-team/keras-tuner.git
22.9,228,0,1.0,5,0.0,79,22,0,2510,699,10,1397,0.0,597,3,4282,30,0,0,5.0,0.5,6.1,11,5.0,639,28,79,3,44,128460,1.0,0,276,0,37,0,58,2529,2510,0,6093,0.0,76,11,0,19.4,3,0,0,22,44,10,0,0,0,https://github.com/kerlomz/captcha_platform.git
4.2,940,0,1.0,25,0.0,480,86,0,9395,2294,337,772,100.0,2526,10,14846,82,0,0,5.0,0.6,5.6,0,1.0,2636,63,480,5,52,445380,1.0,0,880,0,195,0,209,9449,9395,0,18330,0.0,470,0,0,11.8,4,9,0,89,44,337,0,0,2,https://github.com/KevinMusgrave/pytorch-metric-learning.git
7.7,12,0,1.0,1,0.0,59,5,0,343,48,39,54,0.0,174,0,449,0,0,0,1.0,1.3,26.2,3,5.0,62,4,59,0,15,13470,1.0,0,159,0,6,0,0,356,343,0,703,0.0,59,3,0,8.0,0,4,0,5,15,39,0,0,4,https://github.com/kk7nc/HDLTex.git
3.3,26,0,1.0,3,0.0,111,18,0,1055,140,48,76,0.0,516,1,1411,3,0,0,3.0,1.2,29.7,27,5.0,224,4,111,0,45,42330,1.0,0,596,0,23,0,0,1090,1055,0,2313,0.0,110,27,0,6.1,0,4,0,18,44,48,0,0,3,https://github.com/kk7nc/RMDL.git
3.7,79,0,1.0,2,0.0,27,8,0,1218,270,9,83,0.0,215,0,1482,0,0,0,1.0,0.5,18.3,5,5.0,337,4,27,0,10,44460,1.0,0,333,0,16,0,19,1236,1218,0,2273,0.0,27,5,0,16.9,0,4,0,8,10,9,0,0,4,https://github.com/knazeri/edge-connect.git
2.6,840,0,1.0,13,0.0,595,38,0,6718,1329,351,517,100.0,2048,42,9900,226,0,0,4.0,0.7,40.6,0,1.0,706,21,595,0,206,297000,1.0,0,6779,0,132,0,73,7097,6718,0,19811,0.0,553,0,0,10.1,25,165,3,26,179,348,0,0,143,https://github.com/koaning/scikit-lego.git
6.0,6193,0,1.0,97,0.0,1948,292,316,48278,10619,723,7421,0.0,5732,256,78071,1307,0,0,4.0,0.2,26.9,17,5.0,6024,405,1948,0,617,2342130,1.0,0,28728,0,657,0,1151,50046,48278,0,124060,0.0,1692,17,0,16.2,172,84,2,121,534,1037,0,0,2,https://github.com/kornia/kornia.git
0.0,127,0,1.0,0,0.0,31,7,3,1218,228,10,0,0.0,178,0,1747,0,0,0,1.0,0.3,15.0,6,5.0,152,0,31,0,11,52410,1.0,0,308,0,45,0,40,1307,1218,0,2561,0.0,31,6,0,5.1,0,1,0,7,11,13,0,0,1,https://github.com/koursaros-ai/nboost.git
0.3,576,300,1.0,1,0.0,150,35,7,5572,1199,38,36,0.0,647,2,8632,7,0,0,3.0,0.2,25.0,27,5.0,1045,2,150,9,61,258960,5.0,0,2884,0,99,0,70,5978,5572,0,13858,0.0,138,27,10,12.1,1,3,0,35,59,44,9,0,2,https://github.com/kubeflow-kale/kale.git
8.6,359,0,1.0,10,0.0,77,17,1,2631,636,18,492,0.0,510,1,4437,10,0,0,3.0,0.4,10.3,4,5.0,521,29,77,0,41,133110,1.0,0,510,0,34,0,51,2676,2631,0,5712,0.0,76,4,0,18.7,11,25,0,19,38,19,0,0,24,https://github.com/kundajelab/deeplift.git
22.3,591,0,1.0,64,0.0,463,6,5,5771,987,423,3130,0.0,1316,3,7977,11,0,0,3.0,0.5,30.4,8,5.0,612,223,463,0,29,239310,1.0,0,3490,0,132,0,158,6117,5771,0,14054,0.0,460,8,0,7.5,0,13,0,6,99,355,0,0,10,https://github.com/kwotsin/mimicry.git
8.3,603,0,1.0,26,0.0,210,45,9,6945,1440,115,1390,0.0,1098,6,11215,50,0,0,5.0,0.3,22.8,27,5.0,1458,72,210,5,36,336450,1.0,0,3309,0,106,0,152,7132,6945,0,16663,0.0,204,27,0,13.6,4,9,0,46,34,124,0,0,7,https://github.com/learnables/cherry.git
12.8,675,0,1.0,42,0.0,318,77,14,7909,1600,168,2450,0.0,1377,4,13262,55,0,0,5.0,0.3,20.9,28,5.0,1442,143,318,2,57,397860,1.0,0,3514,0,150,0,153,8083,7909,0,19176,0.0,314,28,0,10.7,3,12,0,76,56,182,0,0,11,https://github.com/learnables/learn2learn.git
39.3,186,0,1.0,43,0.0,412,80,1,4776,992,155,3008,0.0,2024,23,5687,225,0,0,5.0,1.2,10.8,64,5.0,1495,150,412,16,160,170610,1.0,0,687,0,91,0,7,4829,4776,0,7653,0.0,389,64,0,10.9,17,6,1,80,164,145,0,0,0,https://github.com/LiberAI/NSpM.git
3.5,1149,0,1.0,22,0.0,348,54,6,12467,2688,168,820,0.0,1818,10,17983,80,0,0,4.0,0.3,13.9,18,5.0,2526,56,348,0,120,539490,1.0,0,2895,0,156,0,272,12777,12467,0,23532,0.0,338,18,0,17.2,6,26,2,50,116,172,0,0,22,https://github.com/LoSealL/VideoSuperResolution.git
4.7,111,0,1.0,2,0.0,17,6,0,1187,247,6,86,0.0,141,0,1341,0,0,0,1.0,0.4,8.2,3,5.0,200,2,17,0,5,40230,1.0,0,120,0,11,0,28,1195,1187,0,1844,0.0,17,3,0,22.5,0,0,0,6,5,6,0,0,0,https://github.com/lucidrains/reformer-pytorch.git
0.8,229,0,1.0,2,0.0,40,3,0,2237,535,9,34,0.0,227,0,2805,0,0,0,1.0,0.3,20.3,6,5.0,466,2,40,0,28,84150,1.0,0,714,0,61,0,56,2294,2237,0,4237,0.0,40,6,0,8.8,1,21,0,4,27,9,0,0,21,https://github.com/lufficc/SSD.git
0.4,787,0,1.0,2,0.0,97,28,11,6735,1499,4,68,0.0,674,6,9942,30,0,0,3.0,0.2,34.7,8,5.0,1133,4,97,0,54,298260,1.0,0,5275,0,71,0,157,7470,6735,0,18183,0.0,91,8,0,21.1,5,35,0,28,44,15,0,0,29,https://github.com/magenta/ddsp.git
4.9,2656,0,1.0,57,0.0,650,154,49,28538,6286,232,3646,0.0,4462,15,44930,142,0,0,5.0,0.3,28.3,50,5.0,6000,216,650,4,211,1347900,1.0,0,17755,0,332,0,450,30343,28538,0,73797,0.0,635,50,0,18.9,9,86,0,160,194,281,0,0,75,https://github.com/magenta/magenta.git
1.3,430,0,1.0,3,0.0,42,5,0,2712,706,19,157,0.0,207,0,6679,0,0,0,1.0,0.1,33.4,1,5.0,415,4,42,0,18,200370,1.0,0,3349,0,97,0,58,3069,2712,0,11712,0.0,42,1,0,7.3,0,2,0,5,18,19,0,0,2,https://github.com/MAIF/melusine.git
0.0,610,60,1.0,0,0.0,216,39,2,6792,1483,120,0,0.0,1015,1,11299,5,0,0,5.0,0.3,11.5,62,5.0,1474,0,216,3,52,338970,5.0,0,1465,0,222,0,298,6876,6792,0,15633,0.0,213,62,2,6.7,1,3,0,40,51,122,1,1,3,https://github.com/mangaki/mangaki.git
0.0,167,0,1.0,0,0.0,31,5,16,1582,306,8,0,0.0,95,0,1874,0,0,0,1.0,0.2,27.7,4,5.0,234,0,31,0,2,56220,1.0,0,719,0,45,0,33,1684,1582,0,3544,0.0,31,4,0,6.8,0,0,0,5,2,24,0,0,0,https://github.com/mapbox/robosat.git
4.1,126,0,1.0,3,0.0,43,9,0,1771,361,27,183,0.0,242,0,2604,0,0,0,1.0,0.3,31.7,1,5.0,408,6,43,0,7,78120,1.0,0,1209,0,27,0,10,1920,1771,0,4513,0.0,43,1,0,13.4,5,1,0,9,8,26,0,0,1,https://github.com/MaybeShewill-CV/CRNN_Tensorflow.git
8.3,153,0,1.0,3,0.0,49,8,0,2085,410,19,460,0.0,269,0,3507,0,0,0,1.0,0.3,27.0,4,5.0,438,26,49,0,22,105210,1.0,0,1300,0,27,0,19,2271,2085,0,5553,0.0,49,4,0,15.2,20,0,0,13,17,19,0,0,0,https://github.com/MaybeShewill-CV/lanenet-lane-detection.git
16.0,590,0,1.0,30,0.0,110,34,22,6064,1220,9,2234,0.0,873,1,9388,5,0,0,3.0,0.3,20.4,6,5.0,1061,105,110,1,44,281640,1.0,0,2405,0,111,0,110,6652,6064,0,14004,0.0,109,6,0,11.0,6,15,0,41,37,31,0,0,14,https://github.com/medipixel/rl_algorithms.git
0.0,28,0,1.0,0,0.0,23,2,0,890,112,10,0,0.0,132,1,999,1,0,0,5.0,0.4,15.3,4,5.0,150,0,23,1,10,29970,1.0,0,181,0,38,0,5,893,890,0,1513,0.0,22,4,0,3.0,2,1,0,3,9,10,0,0,1,https://github.com/mesutpiskin/computer-vision-guide.git
15.9,486,0,1.0,20,0.0,389,116,14,7636,1884,143,2510,0.0,2427,2,11418,15,0,0,3.0,0.7,14.5,1,5.0,2492,75,389,0,116,342540,1.0,0,1944,0,168,0,103,7762,7636,0,15749,0.0,387,1,0,11.2,6,35,0,122,108,157,0,0,33,https://github.com/MIC-DKFZ/nnUNet.git
1.4,546,90,1.0,7,0.0,268,57,2,4927,1427,111,158,0.0,1478,0,5928,0,0,0,1.0,0.8,34.8,5,5.0,1642,11,268,3,95,177840,5.0,0,3170,0,51,0,49,5245,4927,0,10985,0.0,265,5,3,28.0,0,65,0,57,112,96,3,0,65,https://github.com/MIC-DKFZ/trixi.git
9.5,3460,305,1.0,65,0.0,809,116,107,27071,6674,284,6836,0.0,5067,11,46231,71,0,0,5.0,0.4,23.2,30,5.0,4765,303,809,9,293,1386930,5.0,0,13964,0,624,0,769,28097,27071,0,72253,0.0,787,30,11,10.7,26,7,2,112,286,389,11,0,0,https://github.com/microsoft/botbuilder-python.git
7.1,6130,0,1.0,125,0.0,1989,482,139,58304,15982,627,8290,0.0,12311,92,78443,591,0,0,5.0,0.5,17.7,28,5.0,17401,399,1989,22,719,2353290,1.0,0,16834,0,753,0,980,59648,58304,0,117189,0.0,1897,28,0,21.2,19,73,5,489,670,741,0,0,7,https://github.com/microsoft/DeepSpeed.git
6.5,1294,0,1.0,24,0.0,669,68,7,11862,2783,205,1586,0.0,3372,2,15002,15,0,0,3.0,0.7,23.0,13,5.0,2468,167,669,0,389,450060,1.0,0,4476,0,146,0,185,12258,11862,0,24239,0.0,667,13,0,19.1,0,345,1,68,388,211,0,0,344,https://github.com/microsoft/hummingbird.git
4.0,1727,0,1.0,27,0.0,1472,198,47,16310,3939,942,1591,0.0,5718,54,29393,494,0,0,5.0,0.6,9.9,43,5.0,4309,74,1472,11,274,881790,1.0,0,3234,0,190,0,117,16512,16310,0,39426,0.0,1418,43,0,20.7,35,20,2,174,261,983,0,0,3,https://github.com/microsoft/MMdnn.git
12.6,7614,0,1.0,194,0.0,1874,493,126,71976,18588,479,18201,0.0,12628,125,91920,940,0,0,5.0,0.5,24.2,186,5.0,19971,490,1874,5,771,2757600,1.0,0,29364,0,897,0,1627,74490,71976,0,144340,0.0,1749,186,0,20.7,33,194,5,498,651,600,0,0,80,https://github.com/microsoft/nni.git
2.1,268,0,1.0,5,0.0,34,4,2,2026,484,16,122,100.0,151,0,4049,0,0,0,1.0,0.1,20.5,0,1.0,332,6,34,0,12,121470,1.0,0,1041,0,48,0,44,2134,2026,0,5915,0.0,34,0,0,10.1,3,3,0,4,20,10,0,0,3,https://github.com/microsoft/tf2-gnn.git
4.2,5965,85,1.0,130,0.0,2063,423,181,63638,13884,397,6028,0.0,19461,101,100822,731,0,0,5.0,0.6,15.9,119,5.0,14627,371,2063,29,1033,3024660,5.0,0,19087,0,1452,0,1250,66069,63638,0,144167,0.0,1959,119,3,9.6,44,48,27,434,985,540,3,0,0,https://github.com/mindsdb/mindsdb.git
4.6,804,15,1.0,13,0.0,272,79,1,9794,2475,59,942,0.0,2784,9,13747,45,0,0,5.0,0.7,24.0,17,5.0,3146,41,272,3,130,412410,5.0,0,4333,0,86,0,100,10368,9794,0,20604,0.0,262,17,1,28.8,5,37,3,80,125,57,1,0,34,https://github.com/mittagessen/kraken.git
3.5,12174,360,1.0,141,0.0,1395,357,90,106534,22447,258,9974,0.0,10623,135,195830,688,0,0,5.0,0.2,19.3,349,5.0,16531,714,1395,20,670,5874900,5.0,0,46933,0,1122,0,970,109673,106534,0,283805,0.0,1248,349,12,20.0,23,245,22,354,582,311,12,0,119,https://github.com/mlflow/mlflow.git
7.5,4675,30,1.0,78,0.0,1351,327,133,55527,13075,396,9008,0.0,8884,69,76393,461,0,0,5.0,0.4,23.8,121,5.0,13874,212,1351,21,474,2291790,5.0,0,23906,0,656,0,709,57918,55527,0,120884,0.0,1281,121,1,19.9,58,85,1,329,443,508,1,0,39,https://github.com/mlperf/training.git
0.9,80,0,1.0,1,0.0,39,3,1,1313,220,2,20,0.0,198,10,1738,50,0,0,3.0,0.4,4.7,1,5.0,244,2,39,0,33,52140,1.0,0,85,0,13,0,13,1320,1313,0,2125,0.0,29,1,0,16.9,3,14,0,4,20,3,0,0,4,https://github.com/mnicnc404/CartoonGan-tensorflow.git
1.0,301,0,1.0,3,0.0,62,12,1,3195,765,21,60,0.0,301,2,4590,7,0,0,5.0,0.2,9.6,2,5.0,687,4,62,1,27,137700,1.0,0,488,0,53,0,43,3249,3195,0,6169,0.0,60,2,0,14.4,0,7,0,13,26,22,0,0,6,https://github.com/molecularsets/moses.git
6.2,1054,30,1.0,16,0.0,301,86,53,12593,3321,47,1983,0.0,3005,18,24335,90,0,0,5.0,0.4,7.2,16,5.0,4125,70,301,1,114,730050,3.0,0,1883,0,137,0,214,12657,12593,0,31876,0.0,282,16,1,24.2,52,16,1,87,96,99,0,1,0,https://github.com/mozilla/bugbug.git
20.0,996,0,1.0,80,0.0,357,34,6,12505,2303,162,6019,0.0,1625,21,19464,205,0,0,5.0,0.3,26.1,37,5.0,1962,515,357,18,137,583920,1.0,0,6869,0,234,0,178,12952,12505,0,30140,0.0,336,37,0,9.9,19,49,1,35,134,167,0,0,47,https://github.com/mpariente/asteroid.git
0.0,227,0,1.0,0,0.0,22,14,0,1904,459,2,0,0.0,111,2,2358,10,0,0,3.0,0.2,34.4,13,5.0,344,0,22,0,6,70740,1.0,0,1236,0,47,0,47,2027,1904,0,4358,0.0,20,13,0,9.8,2,4,0,16,2,2,0,0,2,https://github.com/MycroftAI/mycroft-precise.git
28.6,671,0,1.0,19,0.0,336,78,10,9138,2241,133,4887,0.0,2450,13,13337,115,0,0,5.0,0.6,11.9,15,5.0,2870,107,336,4,111,400110,1.0,0,1800,0,73,0,116,9310,9138,0,17069,0.0,323,15,0,30.7,4,10,2,78,112,133,0,0,3,https://github.com/namisan/mt-dnn.git
0.6,726,0,1.0,3,0.0,218,63,36,7433,1806,66,104,0.0,1187,3,10565,30,0,0,5.0,0.4,24.6,4,5.0,1989,6,218,2,51,316950,1.0,0,3439,0,46,0,121,7917,7433,0,16026,0.0,215,4,0,39.3,14,20,0,73,40,102,0,0,20,https://github.com/nanoporetech/medaka.git
23.8,240,0,1.0,31,0.0,80,2,0,2428,522,3,1046,0.0,392,2,2885,10,0,0,3.0,0.5,16.2,11,5.0,614,63,80,0,75,86550,1.0,0,559,0,47,0,72,2479,2428,0,4404,0.0,78,11,0,11.1,0,72,0,2,73,3,0,0,70,https://github.com/nerox8664/pytorch2keras.git
2.8,1707,0,1.0,14,0.0,524,132,11,19331,4900,132,1339,0.0,3576,18,30621,113,0,0,5.0,0.4,24.9,29,5.0,5570,57,524,3,246,918630,1.0,0,10153,0,282,0,235,20341,19331,0,48249,0.0,506,29,0,17.4,18,27,0,135,212,159,0,0,11,https://github.com/NervanaSystems/nlp-architect.git
10.3,808,0,1.0,24,0.0,256,89,28,8671,2218,44,2217,100.0,1759,6,11875,32,0,0,5.0,0.5,35.2,0,1.0,2537,112,256,2,93,356250,1.0,0,6459,0,80,0,93,9237,8671,0,21591,0.0,250,0,0,27.7,15,20,0,93,79,72,0,0,15,https://github.com/NeuromorphicProcessorProject/snn_toolbox.git
4.7,1973,10,1.0,44,0.0,766,185,7,19714,4431,312,1723,0.0,4271,12,25584,73,0,0,4.0,0.6,16.5,34,5.0,4189,78,766,0,262,767520,4.0,0,5042,0,283,0,521,20271,19714,0,36466,0.0,752,34,2,15.7,7,60,1,189,247,316,2,0,47,https://github.com/nicolas-chaulet/torch-points3d.git
5.7,807,0,1.0,24,0.0,121,7,1,7050,1271,50,1177,100.0,437,20,13197,46,0,0,3.0,0.1,25.0,0,1.0,665,62,121,0,63,395910,1.0,0,4410,0,174,0,162,7335,7050,0,20580,0.0,101,0,0,7.3,0,35,0,7,48,46,0,0,15,https://github.com/norse/norse.git
4.2,938,0,1.0,35,0.0,370,37,6,11517,2150,169,1289,0.0,1560,23,15679,121,0,0,5.0,0.3,37.9,8,5.0,1894,68,370,1,157,470370,1.0,0,9557,0,147,0,127,11908,11517,0,30488,0.0,347,8,0,14.6,1,88,2,37,141,169,0,0,68,https://github.com/nussl/nussl.git
1.5,945,0,1.0,10,0.0,247,51,0,11160,2518,67,384,0.0,2156,10,14723,52,0,0,3.0,0.5,30.2,12,5.0,2626,16,247,0,129,441690,1.0,0,6369,0,143,0,123,11858,11160,0,25461,0.0,237,12,0,17.6,11,48,0,60,116,62,0,0,40,https://github.com/nutonomy/nuscenes-devkit.git
11.6,13984,0,1.0,459,0.0,6067,1431,372,175202,45246,1875,51133,0.0,42078,296,286038,2032,0,0,5.0,0.5,24.2,307,5.0,55877,2209,6067,58,2331,8581140,1.0,0,91539,0,1678,0,2391,181275,175202,0,441879,0.0,5771,307,0,27.0,54,410,16,1454,2202,2115,0,0,177,https://github.com/NVIDIA/NeMo.git
7.4,1761,0,1.0,34,0.0,456,55,85,16219,3639,198,3310,0.0,2231,26,27350,126,0,0,4.0,0.3,30.6,34,5.0,3268,271,456,0,118,820500,1.0,0,12074,0,173,0,200,16729,16219,0,44645,0.0,430,34,0,21.0,1,33,2,54,99,277,0,0,10,https://github.com/NVIDIAGameWorks/kaolin.git
0.7,239,0,1.0,2,0.0,243,11,1,2445,510,196,42,0.0,815,8,3900,40,0,0,3.0,0.7,24.3,1,5.0,441,2,243,0,35,117000,1.0,0,1251,0,56,0,12,2498,2445,0,6397,0.0,235,1,0,9.1,2,22,0,13,25,197,0,0,12,https://github.com/nyanp/nyaggle.git
12.8,1410,0,1.0,66,0.0,168,59,19,10978,2686,51,3628,0.0,1367,3,21673,28,0,0,4.0,0.2,10.6,5,5.0,2437,238,168,0,39,650190,1.0,0,2568,0,217,0,631,11183,10978,0,28393,0.0,165,5,0,12.4,3,5,0,60,35,70,0,0,3,https://github.com/nyu-mll/jiant.git
7.4,1366,0,1.0,46,0.0,911,72,3,18387,3420,314,2256,0.0,5600,20,22608,148,0,0,5.0,0.8,9.7,1,5.0,3489,199,911,2,520,678240,1.0,0,2417,0,127,0,132,18554,18387,0,30411,0.0,891,1,0,26.9,4,292,3,72,505,314,0,0,278,https://github.com/onnx/keras-onnx.git
8.3,665,0,1.0,40,0.0,454,74,5,11962,2104,253,2409,100.0,2595,5,21754,45,0,0,3.0,0.4,13.4,0,1.0,2752,131,454,1,121,652620,1.0,0,3363,0,282,0,101,12122,11962,0,29156,0.0,449,0,0,7.5,0,59,0,75,116,258,0,0,50,https://github.com/onnx/onnxmltools.git
3.2,1043,0,1.0,19,0.0,208,49,16,10411,2440,39,669,0.0,1583,11,15598,100,0,0,5.0,0.3,11.9,1,5.0,2568,36,208,5,99,467940,1.0,0,2101,0,218,0,209,10524,10411,0,20791,0.0,197,1,0,11.2,29,32,2,51,92,53,0,0,26,https://github.com/onnx/onnx-tensorflow.git
5.9,7162,0,1.0,117,0.0,1036,515,5,69505,19509,177,7289,0.0,8869,43,90430,302,0,0,5.0,0.3,12.6,10,5.0,20201,381,1036,14,325,2712900,1.0,0,13091,0,681,0,1405,70598,69505,0,123137,0.0,993,10,0,28.6,78,78,0,581,230,182,0,0,48,https://github.com/opencv/open_model_zoo.git
6.6,3707,0,1.0,62,0.0,491,187,78,33491,8550,34,6087,0.0,2742,64,59533,352,0,0,4.0,0.2,25.0,1,5.0,7052,290,491,1,191,1785990,1.0,0,19855,0,587,0,752,36448,33491,0,91794,0.0,427,1,0,14.6,6,121,5,199,121,107,0,0,64,https://github.com/opencv/openvino_training_extensions.git
2.9,5587,90,1.0,27,0.0,1229,313,182,47774,12597,130,3147,0.0,9892,84,83200,1814,0,0,5.0,0.4,8.7,204,5.0,11949,119,1229,64,540,2496000,5.0,0,7905,0,468,0,700,48333,47774,0,107459,0.0,1142,204,3,26.9,80,33,2,318,519,305,3,0,7,https://github.com/OpenMined/PySyft.git
18.5,4753,0,1.0,620,0.0,2340,749,202,79818,14151,555,43488,0.0,14845,225,161684,1233,0,0,5.0,0.3,23.5,62,5.0,16654,2406,2340,13,821,4850520,1.0,0,49758,0,1951,0,1055,82905,79818,0,235030,0.0,2115,62,0,7.3,34,397,9,788,594,733,0,0,185,https://github.com/open-mmlab/mmdetection.git
23.3,474,0,1.0,54,0.0,121,34,2,5863,1091,32,2905,0.0,651,5,9704,35,0,0,5.0,0.2,8.6,8,5.0,1141,169,121,2,51,291120,1.0,0,911,0,161,0,71,5937,5863,0,12456,0.0,116,8,0,6.8,5,6,3,37,48,31,0,0,6,https://github.com/open-mmlab/mmfashion.git
28.7,364,0,1.0,23,0.0,218,27,0,4965,1082,118,2639,0.0,1197,3,6834,13,0,0,3.0,0.6,11.4,17,5.0,1303,50,218,0,73,205020,1.0,0,879,0,95,0,48,5008,4965,0,9185,0.0,215,17,0,11.4,3,26,0,30,67,118,0,0,23,https://github.com/open-mmlab/mmskeleton.git
11.8,1147,0,1.0,20,0.0,451,200,12,14179,3775,98,4170,0.0,3717,35,27234,202,0,0,5.0,0.5,14.1,22,5.0,5385,196,451,3,138,817020,1.0,0,4473,0,152,0,202,14826,14179,0,35422,0.0,416,22,0,24.8,6,34,2,197,124,95,0,0,7,https://github.com/OpenNMT/OpenNMT-py.git
0.6,1237,0,1.0,4,0.0,135,60,5,9967,2648,27,134,0.0,1175,1,16206,10,0,0,3.0,0.2,21.2,1,5.0,2257,8,135,0,43,486180,1.0,0,4370,0,115,0,197,10607,9967,0,23565,0.0,134,1,0,23.0,28,5,0,60,40,32,0,0,4,https://github.com/OpenNMT/OpenNMT-tf.git
16.2,1162,0,1.0,52,0.0,1003,108,9,14928,3439,613,4290,0.0,4806,28,18839,125,0,0,5.0,0.9,13.7,53,5.0,4058,198,1003,14,259,565170,1.0,0,2993,0,177,0,249,15157,14928,0,26488,0.0,975,53,0,19.4,21,19,1,115,241,619,0,0,6,https://github.com/openseg-group/openseg.pytorch.git
0.0,614,0,1.0,0,0.0,206,24,0,3923,849,144,0,0.0,705,18,5806,130,0,0,4.0,0.4,14.7,10,5.0,401,0,206,3,35,174180,1.0,0,1004,0,40,0,120,4024,3923,0,8165,0.0,188,10,0,21.2,2,25,0,26,18,144,0,0,8,https://github.com/ottogroup/palladium.git
16.0,169,0,1.0,2,0.0,50,13,0,1681,493,20,426,0.0,310,0,1907,0,0,0,1.0,0.5,13.5,5,5.0,597,2,50,0,17,57210,1.0,0,298,0,23,0,23,1723,1681,0,2668,0.0,50,5,0,21.4,0,1,0,13,17,20,0,0,1,https://github.com/ownthink/Jiagu.git
13.1,275,0,1.0,25,0.0,178,12,0,6111,793,32,1787,0.0,907,3,7993,25,0,0,5.0,0.4,32.4,11,5.0,978,64,178,2,132,239790,1.0,0,3835,0,72,0,24,6412,6111,0,13625,0.0,175,11,0,11.0,2,93,0,12,131,32,0,0,92,https://github.com/PacktPublishing/Advanced-Deep-Learning-with-Keras.git
24.1,574,0,1.0,59,0.0,163,11,3,9957,1757,58,3463,0.0,944,2,10995,10,0,0,3.0,0.3,5.6,15,5.0,2460,168,163,0,91,329850,1.0,0,657,0,144,0,142,10014,9957,0,14388,0.0,161,15,0,12.2,1,50,0,11,89,61,0,0,48,https://github.com/PacktPublishing/Deep-Reinforcement-Learning-Hands-On.git
58.5,3295,0,1.0,242,0.0,1317,389,11,42405,10526,551,51126,0.0,9985,26,59592,203,0,0,5.0,0.6,20.9,45,5.0,12958,1281,1317,11,355,1787760,1.0,0,15746,0,421,0,590,43646,42405,0,87355,0.0,1291,45,0,25.1,45,42,4,425,321,545,0,0,30,https://github.com/PaddlePaddle/models.git
34.1,3855,30,1.0,322,0.0,1453,211,6,39647,7959,676,27496,0.0,8000,68,50513,488,0,0,5.0,0.5,24.1,108,5.0,7088,947,1453,33,527,1515390,5.0,0,16009,0,632,0,839,40784,39647,0,80750,0.0,1384,108,1,12.7,75,317,1,256,450,678,1,0,281,https://github.com/PaddlePaddle/PARL.git
0.7,253,0,1.0,1,0.0,137,19,42,2909,669,54,42,0.0,733,1,3851,5,0,0,3.0,0.6,24.9,7,5.0,699,2,137,0,22,115530,1.0,0,1276,0,39,0,14,3108,2909,0,6018,0.0,136,7,0,17.2,2,1,0,19,21,96,0,0,0,https://github.com/persephone-tools/persephone.git
1.0,410,0,1.0,4,0.0,79,14,12,3659,868,12,88,0.0,279,22,4596,145,0,0,3.0,0.2,36.0,62,5.0,773,4,79,0,41,137880,1.0,0,2581,0,131,0,55,3795,3659,0,8816,0.0,57,62,0,6.6,0,23,1,14,20,23,0,0,2,https://github.com/PetrochukM/PyTorch-NLP.git
31.0,2325,0,1.0,42,0.0,1205,83,35,19792,4631,474,20869,0.0,5023,23,43562,66,0,0,5.0,0.4,29.0,2,5.0,3877,314,1205,14,599,1306860,1.0,0,17762,0,167,0,286,20516,19792,0,67353,0.0,1182,2,0,27.7,12,505,1,90,584,508,0,0,490,https://github.com/pgmpy/pgmpy.git
0.0,104,0,1.0,0,0.0,53,2,2,1115,198,3,0,0.0,251,1,1267,5,0,0,4.0,0.7,19.0,1,5.0,117,0,53,0,46,38010,1.0,0,298,0,19,0,12,1117,1115,0,1913,0.0,52,1,0,10.4,7,20,0,5,41,5,0,0,20,https://github.com/philipperemy/deep-speaker.git
